time	LF_FT_fx	LF_FT_fy	LF_FT_fz	LF_FT_tx	LF_FT_ty	LF_FT_tz	RF_FT_fx	RF_FT_fy	RF_FT_fz	RF_FT_tx	RF_FT_ty	RF_FT_tz	torque_des_0	torque_des_1	torque_des_2	torque_des_3	torque_des_4	torque_des_5	torque_des_6	torque_des_7	torque_des_8	torque_des_9	torque_des_10	torque_des_11	q_0	q_1	q_2	q_3	q_4	q_5	q_6	q_7	q_8	q_9	q_10	q_11	qdot_0	qdot_1	qdot_2	qdot_3	qdot_4	qdot_5	qdot_6	qdot_7	qdot_8	qdot_9	qdot_10	qdot_11	qdot_lpf_0	qdot_lpf_1	qdot_lpf_2	qdot_lpf_3	qdot_lpf_4	qdot_lpf_5	qdot_lpf_6	qdot_lpf_7	qdot_lpf_8	qdot_lpf_9	qdot_lpf_10	qdot_lpf_11	base_lin_vel_x	base_lin_vel_y	base_lin_vel_z	base_ang_vel_x	base_ang_vel_y	base_ang_vel_z	base_ang_vel_lpf_x	base_ang_vel_lpf_y	base_ang_vel_lpf_z	projected_grav_x	projected_grav_y	projected_grav_z	cmd_x	cmd_y	cmd_yaw	latent_0	latent_1	latent_2	latent_3	latent_4	latent_5	latent_6	latent_7	latent_8	latent_9	latent_10	latent_11	latent_12	latent_13	latent_14	latent_15	latent_16	latent_17	latent_18	latent_19	latent_20	latent_21	latent_22	latent_23	
0.00800000	   0.97138379   -0.26696287 -517.45024188    0.33453627   -8.47843112    0.09758139	  -0.97134598    0.26707531 -505.55157271    0.08986251  -10.01160557    0.10147771	 -0.00058071   0.03637570 -13.22735310 -41.78775116   6.67209408  -0.00144622  -0.00054064  -0.03591498 -13.22068031 -41.77076727   6.67594371   0.00095703	-0.00003980  0.00005134 -0.23969010  0.59842030 -0.35839723  0.00007046  0.00001400  0.00004605 -0.23965478  0.59839762 -0.35845959  0.00003053	-0.00077911  0.00156338 -0.00038146  0.00022750 -0.00115224 -0.00036160 -0.00125409  0.00047086 -0.00108395  0.00137368 -0.00196977 -0.00047607	-0.00050905  0.00102148 -0.00024924  0.00014864 -0.00075284 -0.00023626 -0.00081939  0.00030765 -0.00070822  0.00089752 -0.00128699 -0.00031105	 0.00210357 -0.00021869  3.92270421	-0.00000278 -0.00020334  0.00001294	-0.00000107 -0.00007846  0.00000499	-0.00055347  0.00005462 -0.99999985	0.35000000	0.00000000	0.00000000	-0.15838858	-0.91226280	-0.14045203	0.64786899	0.63150656	0.56202775	-1.16844714	-0.65451169	1.43797243	-1.02877533	1.16396868	1.17787945	0.18461250	0.02972844	-0.01247866	2.05904174	0.20462038	-1.26297450	-0.60127825	-0.13900909	1.29564893	2.67908573	0.00868346	-0.29373991	
0.00845400	   0.24027428   -1.02940308 -519.25269820    0.64492992   -9.17509179    0.80771562	  -1.79821713    0.58254364 -502.36733792    0.83812799  -11.01794517   -0.56670800	  3.59310261   3.42285837  -9.99601539 -37.70463611  -0.62822811   2.08199338  -2.02585488   3.43219844  -9.37272674 -39.76948021  -1.55289831   5.89279092	-0.00003411  0.00005765 -0.23968847  0.59842900 -0.35839858  0.00006050  0.00002532  0.00006125 -0.23964886  0.59840013 -0.35844644  0.00002597	 0.00684250  0.02265281 -0.00174768  0.01348638  0.00351040  0.01432412  0.00999003  0.01780049  0.02587389  0.01943163  0.02528749 -0.00818748	 0.00094715  0.00126849 -0.00156668  0.00137090 -0.00192533 -0.00006351  0.00289509  0.00314028  0.00373358  0.00289196  0.00218618  0.00077967	 0.00218740 -0.00019975  3.92266906	-0.00004855 -0.00011521 -0.00000691	-0.00001323 -0.00014099  0.00000507	-0.00055503  0.00005475 -0.99999984	0.35000000	0.00000000	0.00000000	0.13127446	-1.10720754	0.05530893	1.29609025	0.60982680	1.04747975	-2.00498509	-0.86691248	2.10961890	-1.66016972	1.77776802	1.21584785	-0.28517646	0.62190771	-0.23152253	3.73672962	0.13076490	-1.90051091	-0.61853057	-0.56529599	2.08114552	3.72306895	0.26495034	-0.86697662	
0.00852500	   1.77368293   -2.05708529 -535.66982830    2.91606522  -14.32391634    1.60166519	  -7.77047293   -1.45714686 -484.13027977    5.54347070  -11.23554048   -0.53893968	  8.22224812  14.09682823 -14.86339300 -45.65511953 -13.68785554  12.06351007   2.86378948   6.89466640  -5.15250718 -30.43884073  -2.54537501  26.24457074	-0.00004079  0.00005786 -0.23968834  0.59843443 -0.35838663  0.00005634  0.00001090  0.00004506 -0.23965613  0.59839204 -0.35845182  0.00001784	 0.00100849  0.00818910 -0.01383589 -0.00330323  0.00754380 -0.01510635  0.00043071 -0.02487339 -0.00776078 -0.01825980  0.01653209  0.01132000	-0.00105791  0.00111333 -0.00244919  0.00259494  0.00122318 -0.00118937 -0.00169959 -0.00304629  0.00046407 -0.00099393  0.00054492 -0.00045566	0.00259902 0.00002726 3.92251525	-0.00033268  0.00041162 -0.00005331	-0.00012955  0.00004941 -0.00002265	-0.00055412  0.00005618 -0.99999984	0.35000000	0.00000000	0.00000000	0.20357767	-0.99692428	0.01863413	1.13675678	0.79565370	1.28907979	-2.24091673	-1.09099126	2.34215808	-1.73782945	1.97550666	1.37490058	-0.28618088	0.84755445	-0.30248794	3.79680228	-0.02899818	-1.73065746	-0.43251675	-0.70519489	2.04621172	3.72639513	0.27619520	-0.97557229	
0.00848100	 -19.05112071   17.39163311 -613.88359983    7.94776426  -43.91675567    1.40071680	 -27.58536340    1.69606740 -363.25992530   19.19440853  -13.00957264   -0.89060125	  7.34172133  42.01641503 -24.67903781 -71.26072643 -48.94013408  30.79317033   4.99292542   5.87137505  13.13244957   7.45113268 -17.50732629  56.19528316	-0.00004289  0.00008448 -0.23962787  0.59852917 -0.35857986  0.00006819  0.00001777  0.00006311 -0.23965529  0.59855674 -0.35857865  0.00020935	-0.00677213  0.01005299  0.03896203  0.03994027 -0.02609078  0.01822477  0.00077523  0.02234272 -0.00788592  0.03984756 -0.04068409  0.05241770	-0.00148918  0.00527228  0.00958104  0.01783980 -0.02944634  0.00207681  0.00021687  0.00280555  0.00041245  0.02938992 -0.02288961  0.03443195	 0.00824868 -0.00193003  3.91762063	-0.00965024 -0.01157730 -0.00012651	-0.00289380 -0.00345074 -0.00007581	-0.00059044  0.00008668 -0.99999982	0.35000000	0.00000000	0.00000000	0.18508792	-0.87238759	0.06396934	0.97766411	0.89422148	1.45117903	-2.30417085	-1.03013194	2.59753537	-1.54862678	1.97577298	1.42385125	-0.32820302	0.97165024	-0.27136880	4.08173132	-0.13328362	-1.64084744	-0.41609141	-0.69680566	2.12689972	3.69485068	0.34991771	-1.07363129	
0.00850400	 -25.64747915   48.49995300 -701.26397466   14.88904338  -74.20943197    1.23170028	 -63.04973793   40.36000001 -318.34252403   21.33288940   -7.89053339   -0.47839842	   4.64129453   74.71177481  -48.35183907 -108.88363497  -74.38283516   50.23527574    7.80614657   -7.72681055   21.98912351   65.48472553  -17.74435479   81.11967598	-0.00003054  0.00035391 -0.23935423  0.59891326 -0.35924970  0.00007707  0.00001410 -0.00011616 -0.23984718  0.59978880 -0.35944527  0.00254958	 0.01668776  0.02552099  0.04044167  0.03409093 -0.10310228 -0.00092827 -0.02337073 -0.04123365 -0.06445638  0.23521244 -0.13071349  0.46997187	 0.00179281  0.03635301  0.04102992  0.04843714 -0.08801520  0.00366335 -0.00101197 -0.02956242 -0.03450659  0.18673678 -0.12437689  0.36351238	 0.02052441 -0.00856983  3.91190072	-0.04014361 -0.04346140 -0.00000676	-0.01813480 -0.02051856 -0.00007625	-0.00082114  0.00028994 -0.99999962	0.35000000	0.00000000	0.00000000	0.14014319	-0.77617353	0.03954019	0.77870083	0.97457385	1.56821716	-2.34642196	-1.04148543	2.74953461	-1.49921060	2.02358961	1.49814367	-0.30557734	1.00611115	-0.22345959	4.11014605	-0.21092707	-1.47236824	-0.37400362	-0.66623425	2.09784651	3.62970734	0.34378517	-1.17215502	
0.00801300	 -28.27427395   65.69466955 -803.24050092   24.81682777  -92.41008549   -0.70237683	 -74.72278823   48.18775831 -224.54688979   15.77237103   -4.92167602    0.76760314	  -4.14278724   87.09811163  -65.85868970 -130.14512572  -80.88647211   61.52551931    6.32201352  -25.48248547   19.00315526   91.17352873  -20.89535692   75.40511048	-0.00002611  0.00085703 -0.23876011  0.59951369 -0.36032615  0.00039698  0.00001872 -0.00090055 -0.24076331  0.60330902 -0.36163457  0.00955942	 0.03343162  0.04713723  0.07509689  0.09622888 -0.14816553  0.06764665  0.00006325 -0.12329025 -0.18316836  0.56523056 -0.33049624  1.11599783	 0.00317240  0.06044093  0.07748332  0.07963111 -0.13902663  0.04978476 -0.00035867 -0.11277016 -0.13666682  0.48783286 -0.29816702  0.96373079	 0.03222833 -0.01420316  3.90717095	-0.05826216 -0.06651092  0.00017661	-0.04002527 -0.04426226  0.00004044	-0.00127659  0.00070673 -0.99999894	0.35000000	0.00000000	0.00000000	0.20941156	-0.76634955	0.00256079	0.59427583	1.10028219	1.64547622	-2.48000979	-1.14259827	2.83688903	-1.62883401	2.12303615	1.55267882	-0.35056886	1.08700168	-0.23627421	4.15508795	-0.22286274	-1.44614697	-0.34118137	-0.66173655	2.01806259	3.71721411	0.34979010	-1.17624986	
0.00800200	 -38.87015105   63.99792443 -913.37173712   33.48497260  -98.31668825   -1.73383008	-59.34358578  21.52994956 -75.63908034   5.79570370  -2.45338907  -0.92288678	 -12.48322690   91.52307057  -67.70451772 -140.20613059  -75.29116362   67.61002320    4.68098881  -37.45115185    9.96180407   89.87250286  -22.73554677   48.59426403	-0.00003315  0.00132348 -0.23805838  0.60032229 -0.36170713  0.00109787  0.00002614 -0.00254039 -0.24278266  0.60950211 -0.36531583  0.02118516	 0.01456958  0.03906236  0.09550186  0.09448407 -0.17567093  0.08555709  0.03825823 -0.24208451 -0.31474933  0.88249763 -0.54316391  1.65767730	 0.00090739  0.05274802  0.08589910  0.10351907 -0.17364168  0.08998498  0.00379707 -0.21695207 -0.27283924  0.80735819 -0.48066750  1.49652578	 0.04157698 -0.01534442  3.90136455	-0.04305001 -0.06909657  0.00118686	-0.04706464 -0.06000579  0.00031904	-0.00183314  0.00113009 -0.99999768	0.35000000	0.00000000	0.00000000	0.32921875	-0.74455106	-0.02383171	0.36670536	1.35989213	1.76764262	-2.64742637	-1.32635260	2.91108942	-1.75009143	2.17465281	1.54753411	-0.35257396	1.15258825	-0.29456598	4.18307161	-0.20807248	-1.48613226	-0.33554140	-0.66700238	1.84914434	3.85963345	0.32864317	-1.04128945	
0.00847900	 -50.28461825   75.40411439 -967.20661714   40.75018344  -99.62240259   -4.86638675	-28.50409249 -21.81457446 -21.45016610   2.14144436   0.01512435  -1.30638535	 -16.64891975  101.51054406  -62.49238947 -138.61249965  -72.61571234   75.07379252    4.91707683  -41.59575629    4.91077927   87.11359352  -27.63968289   16.93641257	-0.00008143  0.00153957 -0.23739818  0.60147462 -0.36328497  0.00205299  0.00001244 -0.00499651 -0.24604231  0.61878168 -0.37073578  0.03541302	-0.00591943 -0.01351408  0.07887038  0.12726095 -0.19910352  0.13179118 -0.01900660 -0.34236247 -0.44230378  1.23788152 -0.73541337  1.65459593	-0.00675117  0.02041949  0.07504501  0.13957002 -0.18686542  0.11404216 -0.00126974 -0.29461344 -0.40250785  1.13835518 -0.66675093  1.64964069	 0.05057471 -0.01723014  3.89550013	-0.02242251 -0.06384449  0.00799817	-0.03588150 -0.06387880  0.00345472	-0.00239839  0.00139725 -0.99999615	0.35000000	0.00000000	0.00000000	0.42543954	-0.69428581	-0.03863242	0.12813853	1.69780290	1.94479561	-2.79021621	-1.52371395	3.01959395	-1.83198416	2.17613697	1.49689555	-0.28579777	1.16791940	-0.39365450	4.19522333	-0.19804063	-1.55586195	-0.38896531	-0.67199409	1.65615201	4.04107285	0.25322989	-0.83715332	
0.00800600	 -59.58452335   82.23009814 -999.19659870   45.37784261  -99.93899218   -6.52058804	-13.84352679 -22.47378164   0.53391053   0.95512268  -0.62848573   0.30343093	 -18.03048253  112.74807310  -54.54886338 -138.16541412  -70.58095247   79.91456407    7.31682940  -43.79734945   -0.50632717   80.02917969  -28.00168365    4.38572077	-0.00016072  0.00163809 -0.23693013  0.60287061 -0.36489227  0.00290637  0.00001398 -0.00756254 -0.24997203  0.62995405 -0.37727175  0.04753793	-0.01810507  0.02184794  0.05750930  0.16657445 -0.20619865  0.08644523  0.00785833 -0.32772919 -0.52647794  1.54436080 -0.91038429  1.40557359	-0.00986512  0.01198192  0.05840094  0.17696188 -0.20221147  0.10450552  0.00024957 -0.32402280 -0.50080004  1.43046457 -0.83421013  1.45999185	 0.05937957 -0.02000485  3.89093069	-0.00973795 -0.06115364  0.01112736	-0.02248041 -0.06277609  0.00770794	-0.00289649  0.00152031 -0.99999465	0.35000000	0.00000000	0.00000000	0.46393338	-0.62248200	-0.01082604	-0.03915964	2.00480771	2.09286857	-2.94164753	-1.68666267	3.14643455	-1.83735979	2.13568783	1.43232858	-0.24612132	1.16510808	-0.43540102	4.23149681	-0.21839464	-1.59566104	-0.43408370	-0.71571034	1.47907555	4.17533588	0.11918006	-0.67608339	
0.00847600	  -63.97771838    84.87675995 -1012.68325523    50.21331514   -98.56831499    -7.49408780	 -7.99039119 -16.85674487   7.07071846   0.48738214  -0.18877358   0.24136224	 -19.05394268  119.14452267  -49.87607257 -136.50230315  -68.64706188   85.12002730    8.05575978  -45.44698691   -3.95546096   67.44003443  -21.54867849    9.77697308	-0.00026294  0.00168255 -0.23654096  0.60466050 -0.36673252  0.00372271  0.00002536 -0.01064752 -0.25487412  0.64408220 -0.38542492  0.05788413	 0.00903296  0.00643635  0.07532314  0.23316575 -0.22495532  0.09404764  0.02169364 -0.39183127 -0.64084172  1.84846096 -1.03414564  1.12793510	-0.01127921  0.00661668  0.04654110  0.21674994 -0.22067580  0.09480772  0.00294398 -0.37185311 -0.59126234  1.70915430 -0.98077351  1.18811591	 0.06843384 -0.02335692  3.88702909	-0.00109641 -0.05704841  0.01400401	-0.01069180 -0.06006917  0.01102997	-0.00339723  0.00156194 -0.99999301	0.35000000	0.00000000	0.00000000	0.48036849	-0.57622558	0.03919027	-0.13270691	2.23150802	2.20654464	-3.13835812	-1.79746592	3.26996565	-1.79933929	2.08177304	1.39513910	-0.27440929	1.18651056	-0.40948552	4.30140352	-0.27236015	-1.60118139	-0.43673772	-0.78740263	1.32598567	4.24982834	-0.01245994	-0.57190287	
